Profile,ConnectionStartDateTime,ChargingEndDateTime,ConnectionHours,Energy
Shortstay,2020-02-15T10:00:00Z,2020-02-15T11:08:00Z,2,4.195604386274312
Shortstay,2020-02-15T10:00:00Z,2020-02-15T11:02:00Z,2,3.8420640034568168
Shortstay,2020-02-15T09:00:00Z,2020-02-15T10:11:00Z,2,13.18955671032153
Shortstay,2020-02-15T10:00:00Z,2020-02-15T12:40:00Z,2,9.868256341737412
Shortstay,2020-02-15T09:00:00Z,2020-02-15T10:24:00Z,2,31.116793105004657
Shortstay,2020-02-15T11:00:00Z,2020-02-15T14:47:00Z,2,14.017748537182428
Shortstay,2020-02-15T08:00:00Z,2020-02-15T10:06:00Z,2,23.15685038637319
Shortstay,2020-02-16T11:00:00Z,2020-02-16T11:01:00Z,2,0.2284300106327256
Shortstay,2020-02-16T09:00:00Z,2020-02-16T09:17:00Z,2,1.0540289104443503
Shortstay,2020-02-16T10:00:00Z,2020-02-16T10:09:00Z,2,0.5976187062757224
Shortstay,2020-02-16T10:00:00Z,2020-02-16T10:10:00Z,2,0.6308637325525539
Shortstay,2020-02-16T11:00:00Z,2020-02-16T11:35:00Z,3,2.198409511028645
Shortstay,2020-02-16T10:00:00Z,2020-02-16T10:40:00Z,2,2.47848765099174
Shortstay,2020-02-16T12:00:00Z,2020-02-16T12:35:00Z,2,2.191160207971024
Shortstay,2020-02-16T11:00:00Z,2020-02-16T11:23:00Z,2,2.8501201307386177
Shortstay,2020-02-16T10:00:00Z,2020-02-16T10:15:00Z,2,2.8147331565748277
Shortstay,2020-02-16T06:00:00Z,2020-02-16T06:14:00Z,3,1.7269123271551263
Shortstay,2020-02-16T10:00:00Z,2020-02-16T10:49:00Z,2,3.07317363085338
Shortstay,2020-02-16T10:00:00Z,2020-02-16T10:08:00Z,2,3.0109202799762196
Shortstay,2020-02-16T10:00:00Z,2020-02-16T10:11:00Z,2,2.0757110151101195
Shortstay,2020-02-16T09:00:00Z,2020-02-16T09:24:00Z,2,3
Shortstay,2020-02-16T11:00:00Z,2020-02-16T11:22:00Z,2,2.7355371336185272
Shortstay,2020-02-16T08:00:00Z,2020-02-16T09:06:00Z,3,4.110863838640724
Shortstay,2020-02-16T10:00:00Z,2020-02-16T10:14:00Z,2,2.7195489678985627
Shortstay,2020-02-16T10:00:00Z,2020-02-16T10:43:00Z,2,2.6612420106380172
Shortstay,2020-02-16T11:00:00Z,2020-02-16T11:37:00Z,2,2.316558240284612
Shortstay,2020-02-16T10:00:00Z,2020-02-16T11:23:00Z,2,5.119540428642563
Shortstay,2020-02-16T09:00:00Z,2020-02-16T09:13:00Z,3,2.5190012308116225
Shortstay,2020-02-16T12:00:00Z,2020-02-16T12:28:00Z,2,3.45693047094879
Shortstay,2020-02-16T09:00:00Z,2020-02-16T09:42:00Z,2,2.615306815752442
Shortstay,2020-02-16T08:00:00Z,2020-02-16T09:31:00Z,2,5.62590510590632
Shortstay,2020-02-16T08:00:00Z,2020-02-16T08:25:00Z,2,4.710792374375541
Shortstay,2020-02-16T11:00:00Z,2020-02-16T12:55:00Z,2,7.121582857002206
Shortstay,2020-02-16T09:00:00Z,2020-02-16T09:51:00Z,2,9.532555048255071
Shortstay,2020-02-16T09:00:00Z,2020-02-16T10:34:00Z,3,5.824491930840088
Shortstay,2020-02-16T09:00:00Z,2020-02-16T09:24:00Z,3,2.9756569090448823
Shortstay,2020-02-16T10:00:00Z,2020-02-16T10:53:00Z,3,3.273664574662559
Shortstay,2020-02-16T08:00:00Z,2020-02-16T09:28:00Z,2,5.468264624173896
Shortstay,2020-02-16T11:00:00Z,2020-02-16T11:23:00Z,2,2.7986777567705037
Shortstay,2020-02-16T09:00:00Z,2020-02-16T10:25:00Z,3,5.2494292397213185
Shortstay,2020-02-16T10:00:00Z,2020-02-16T11:24:00Z,2,5.195663761704633
Shortstay,2020-02-16T09:00:00Z,2020-02-16T09:24:00Z,2,3.0109045999592094
Shortstay,2020-02-16T10:00:00Z,2020-02-16T10:16:00Z,2,3.018707022260517
Shortstay,2020-02-16T11:00:00Z,2020-02-16T11:37:00Z,2,2.334536282267835
Shortstay,2020-02-16T09:00:00Z,2020-02-16T09:26:00Z,2,4.855028012449448
Shortstay,2020-02-16T08:00:00Z,2020-02-16T08:47:00Z,2,2.9121389485559632
Shortstay,2020-02-16T10:00:00Z,2020-02-16T11:32:00Z,2,16.949020079947683
Shortstay,2020-02-16T10:00:00Z,2020-02-16T14:56:00Z,2,18.25928690854973
Shortstay,2020-02-16T09:00:00Z,2020-02-16T10:29:00Z,2,10.876595858405285
Shortstay,2020-02-16T10:00:00Z,2020-02-16T16:28:00Z,2,47.23286843038353
Shortstay,2020-02-16T09:00:00Z,2020-02-16T11:22:00Z,2,26.129276066342435
Shortstay,2020-02-21T11:00:00Z,2020-02-21T15:49:00Z,2,17.859491335616255
Shortstay,2020-02-22T10:00:00Z,2020-02-22T10:04:00Z,2,0.26033125591997885
Shortstay,2020-02-22T11:00:00Z,2020-02-22T11:19:00Z,2,1.2233851583329527
Shortstay,2020-02-22T08:00:00Z,2020-02-22T08:04:00Z,3,0.8423076827053172
Shortstay,2020-02-22T11:00:00Z,2020-02-22T11:06:00Z,2,0.7874144705496812
Shortstay,2020-02-22T11:00:00Z,2020-02-22T11:10:00Z,2,0.6742416928127575
Shortstay,2020-02-22T10:00:00Z,2020-02-22T10:19:00Z,2,1.2147381788499991
Shortstay,2020-02-22T09:00:00Z,2020-02-22T09:09:00Z,2,1.107796668887352
Shortstay,2020-02-22T10:00:00Z,2020-02-22T10:13:00Z,2,2.4078951799520416
Shortstay,2020-02-22T10:00:00Z,2020-02-22T10:24:00Z,2,1.5001664011998437
Shortstay,2020-02-22T10:00:00Z,2020-02-22T10:11:00Z,2,2.032117990175951
Shortstay,2020-02-22T09:00:00Z,2020-02-22T09:38:00Z,2,2.379571678518668
Shortstay,2020-02-22T09:00:00Z,2020-02-22T09:25:00Z,2,1.5481692489858725
Shortstay,2020-02-22T09:00:00Z,2020-02-22T09:04:00Z,2,0.8413799511992468
Shortstay,2020-02-22T10:00:00Z,2020-02-22T10:18:00Z,3,2.263915248778995
Shortstay,2020-02-22T11:00:00Z,2020-02-22T11:27:00Z,2,3.350442450375099
Shortstay,2020-02-22T10:00:00Z,2020-02-22T10:12:00Z,2,0.7628034070339984
Shortstay,2020-02-22T10:00:00Z,2020-02-22T10:15:00Z,2,2.833487799977944
Shortstay,2020-02-22T11:00:00Z,2020-02-22T11:24:00Z,2,1.5118686337335756
Shortstay,2020-02-22T08:00:00Z,2020-02-22T08:12:00Z,2,1.543790243404973
Shortstay,2020-02-22T08:00:00Z,2020-02-22T08:34:00Z,2,4.194322823556624
Shortstay,2020-02-22T10:00:00Z,2020-02-22T10:16:00Z,2,3
Shortstay,2020-02-22T10:00:00Z,2020-02-22T10:42:00Z,2,5.1145475822975435
Shortstay,2020-02-22T09:00:00Z,2020-02-22T09:30:00Z,2,5.5480174910908415
Shortstay,2020-02-22T10:00:00Z,2020-02-22T10:26:00Z,2,3.274780099317242
Shortstay,2020-02-22T08:00:00Z,2020-02-22T08:55:00Z,3,3.447945204996246
Shortstay,2020-02-22T11:00:00Z,2020-02-22T11:25:00Z,2,1.565726556877839
Shortstay,2020-02-22T10:00:00Z,2020-02-22T11:22:00Z,2,5.11804681767942
Shortstay,2020-02-22T08:00:00Z,2020-02-22T08:38:00Z,2,2.374396460820684
Shortstay,2020-02-22T10:00:00Z,2020-02-22T11:46:00Z,2,6.559482050463812
Shortstay,2020-02-22T10:00:00Z,2020-02-22T10:07:00Z,2,0.4335418246485494
Shortstay,2020-02-22T10:00:00Z,2020-02-22T10:16:00Z,3,3.0877361066590265
Shortstay,2020-02-22T10:00:00Z,2020-02-22T12:31:00Z,2,9.356765934438542
Shortstay,2020-02-22T07:00:00Z,2020-02-22T07:37:00Z,2,4.507626638396561
Shortstay,2020-02-22T11:00:00Z,2020-02-22T11:43:00Z,2,5.352536927885452
Shortstay,2020-02-22T08:00:00Z,2020-02-22T09:01:00Z,2,3.783448789838215
Shortstay,2020-02-22T10:00:00Z,2020-02-22T10:27:00Z,2,5.076723269317871
Shortstay,2020-02-22T10:00:00Z,2020-02-22T10:43:00Z,2,5.271679263558506
Shortstay,2020-02-22T08:00:00Z,2020-02-22T09:05:00Z,2,4.0521755368487415
Shortstay,2020-02-22T07:00:00Z,2020-02-22T08:30:00Z,2,5.611615514472422
Shortstay,2020-02-22T09:00:00Z,2020-02-22T09:51:00Z,2,3.2028894862081136
Shortstay,2020-02-22T11:00:00Z,2020-02-22T14:05:00Z,2,11.457874406051909
Shortstay,2020-02-22T10:00:00Z,2020-02-22T14:16:00Z,2,15.844422560732884
Shortstay,2020-02-22T13:00:00Z,2020-02-22T13:46:00Z,2,8.581826075034645
Shortstay,2020-02-22T09:00:00Z,2020-02-22T13:13:00Z,2,15.61986801560124
Shortstay,2020-02-22T11:00:00Z,2020-02-22T12:17:00Z,2,14.295654734010126
Shortstay,2020-02-22T10:00:00Z,2020-02-22T10:37:00Z,3,6.931235594281073
Shortstay,2020-02-22T08:00:00Z,2020-02-22T09:06:00Z,2,12.100983653915597
Shortstay,2020-02-22T09:00:00Z,2020-02-22T11:14:00Z,2,16.316244240504606
Shortstay,2020-02-23T12:00:00Z,2020-02-23T12:01:00Z,2,0.09402966803528884
Shortstay,2020-02-23T11:00:00Z,2020-02-23T11:02:00Z,2,0.16621739902907062
Shortstay,2020-02-23T12:00:00Z,2020-02-23T12:15:00Z,2,0.9681911584890832
Shortstay,2020-02-23T10:00:00Z,2020-02-23T10:06:00Z,2,1.1626250608503077
Shortstay,2020-02-23T09:00:00Z,2020-02-23T09:07:00Z,2,1.3746054320805217
Shortstay,2020-02-23T09:00:00Z,2020-02-23T09:05:00Z,3,0.7110729292885578
Shortstay,2020-02-23T09:00:00Z,2020-02-23T09:45:00Z,2,2.7821442200888886
Shortstay,2020-02-23T11:00:00Z,2020-02-23T11:03:00Z,2,0.21053385824763193
Shortstay,2020-02-23T08:00:00Z,2020-02-23T08:06:00Z,2,1.198897311718971
Shortstay,2020-02-23T11:00:00Z,2020-02-23T11:14:00Z,3,2.6609900859920375
Shortstay,2020-02-23T13:00:00Z,2020-02-23T13:21:00Z,2,1.3052703131064465
Shortstay,2020-02-23T11:00:00Z,2020-02-23T11:13:00Z,2,2.5517138503585173
Shortstay,2020-02-23T09:00:00Z,2020-02-23T09:45:00Z,2,2.8356407940652204
Shortstay,2020-02-23T06:00:00Z,2020-02-23T07:27:00Z,3,5.410364976795508
Shortstay,2020-02-23T09:00:00Z,2020-02-23T09:46:00Z,2,8.46975330679276
Shortstay,2020-02-23T10:00:00Z,2020-02-23T11:39:00Z,2,6.136782005744425
Shortstay,2020-02-23T09:00:00Z,2020-02-23T09:26:00Z,2,4.864273093286057
Shortstay,2020-02-23T11:00:00Z,2020-02-23T12:04:00Z,2,3.980411038875585
Shortstay,2020-02-23T10:00:00Z,2020-02-23T10:25:00Z,2,4.686011586428326
Shortstay,2020-02-23T09:00:00Z,2020-02-23T10:08:00Z,2,4.2409891882392445
Shortstay,2020-02-23T11:00:00Z,2020-02-23T11:48:00Z,2,2.9868730240327093
Shortstay,2020-02-23T10:00:00Z,2020-02-23T10:32:00Z,3,3.9730363354012272
Shortstay,2020-02-23T10:00:00Z,2020-02-23T10:17:00Z,2,1.081366929839982
Shortstay,2020-02-23T08:00:00Z,2020-02-23T09:23:00Z,2,5.166395635228637
Shortstay,2020-02-23T09:00:00Z,2020-02-23T10:05:00Z,2,8.010338980170701
Shortstay,2020-02-23T10:00:00Z,2020-02-23T11:20:00Z,2,4.988214544365821
Shortstay,2020-02-23T11:00:00Z,2020-02-23T11:42:00Z,2,5.199606313407643
Shortstay,2020-02-23T07:00:00Z,2020-02-23T08:42:00Z,2,12.48337370063103
Shortstay,2020-02-23T10:00:00Z,2020-02-23T10:55:00Z,2,10.190315554952395
Shortstay,2020-02-23T12:00:00Z,2020-02-23T13:48:00Z,2,13.207795148121855
Shortstay,2020-02-23T09:00:00Z,2020-02-23T12:22:00Z,2,12.471739492841692
Shortstay,2020-02-23T09:00:00Z,2020-02-23T09:30:00Z,2,11.174179158441175
Shortstay,2020-02-23T11:00:00Z,2020-02-23T14:08:00Z,3,11.60175206735209
Shortstay,2020-02-23T10:00:00Z,2020-02-23T12:09:00Z,3,8.016288962417708
Shortstay,2020-02-23T09:00:00Z,2020-02-23T09:35:00Z,2,6.575576374363861
Shortstay,2020-02-23T09:00:00Z,2020-02-23T11:35:00Z,2,28.50898110344626
Shortstay,2020-02-23T09:00:00Z,2020-02-23T15:50:00Z,2,25.304771611663973
Worktime,2020-02-10T09:00:00Z,2020-02-10T09:36:00Z,3,2.2262477510901157
Worktime,2020-02-10T12:00:00Z,2020-02-10T12:32:00Z,3,1.9756846166158977
Worktime,2020-02-10T12:00:00Z,2020-02-10T12:22:00Z,2,1.4066004847562277
Worktime,2020-02-10T08:00:00Z,2020-02-10T09:32:00Z,9,5.690301684199368
Worktime,2020-02-10T10:00:00Z,2020-02-10T11:22:00Z,7,5.0816409845315285
Worktime,2020-02-10T10:00:00Z,2020-02-10T10:41:00Z,5,7.597950357824533
Worktime,2020-02-10T11:00:00Z,2020-02-10T11:36:00Z,4,6.699111895538767
Worktime,2020-02-10T11:00:00Z,2020-02-10T12:14:00Z,8,4.606382553179458
Worktime,2020-02-10T12:00:00Z,2020-02-10T12:50:00Z,3,9.19526780452358
Worktime,2020-02-10T10:00:00Z,2020-02-10T12:39:00Z,5,9.827959934107536
Worktime,2020-02-10T12:00:00Z,2020-02-10T13:39:00Z,6,6.139479854380797
Worktime,2020-02-10T14:00:00Z,2020-02-10T17:16:00Z,3,12.1026290277997
Worktime,2020-02-10T10:00:00Z,2020-02-10T11:39:00Z,4,6.130339944667599
Worktime,2020-02-10T11:00:00Z,2020-02-10T12:04:00Z,4,3.9665998000164326
Worktime,2020-02-10T12:00:00Z,2020-02-10T13:13:00Z,4,8.881830233954739
Worktime,2020-02-10T10:00:00Z,2020-02-10T11:10:00Z,4,4.3677826931316215
Worktime,2020-02-10T09:00:00Z,2020-02-10T09:45:00Z,5,5.509136325960944
Worktime,2020-02-10T11:00:00Z,2020-02-10T13:16:00Z,2,8.38702066976138
Worktime,2020-02-10T12:00:00Z,2020-02-10T12:10:00Z,3,1.8447406648472793
Worktime,2020-02-10T12:00:00Z,2020-02-10T13:02:00Z,6,11.47529803346941
Worktime,2020-02-10T10:00:00Z,2020-02-10T11:19:00Z,9,9.65250415758431
Worktime,2020-02-10T12:00:00Z,2020-02-10T12:45:00Z,3,8.250344537247585
Worktime,2020-02-10T09:00:00Z,2020-02-10T11:13:00Z,8,8.240998089019207
Worktime,2020-02-10T09:00:00Z,2020-02-10T10:02:00Z,5,7.660596978456226
Worktime,2020-02-10T12:00:00Z,2020-02-10T12:59:00Z,7,3.661970332017376
Worktime,2020-02-10T06:00:00Z,2020-02-10T08:21:00Z,7,8.735671599363993
Worktime,2020-02-10T11:00:00Z,2020-02-10T11:31:00Z,6,5.689781395185587
Worktime,2020-02-10T12:00:00Z,2020-02-10T12:52:00Z,5,3.2526213310998933
Worktime,2020-02-10T13:00:00Z,2020-02-10T14:12:00Z,4,4.498292215778825
Worktime,2020-02-10T08:00:00Z,2020-02-10T08:32:00Z,3,6.027410036628944
Worktime,2020-02-10T11:00:00Z,2020-02-10T13:06:00Z,6,7.81738405088491
Worktime,2020-02-10T14:00:00Z,2020-02-10T15:42:00Z,4,6.319982712599249
Worktime,2020-02-10T10:00:00Z,2020-02-10T11:46:00Z,8,6.537837026753747
Worktime,2020-02-10T13:00:00Z,2020-02-10T13:37:00Z,3,6.839930579265558
Worktime,2020-02-10T12:00:00Z,2020-02-10T12:37:00Z,4,6.899505637288746
Worktime,2020-02-10T13:00:00Z,2020-02-10T15:35:00Z,5,9.59520328956494
Worktime,2020-02-10T11:00:00Z,2020-02-10T12:18:00Z,6,9.559992879171268
Worktime,2020-02-10T11:00:00Z,2020-02-10T11:45:00Z,4,8.354826312053042
Worktime,2020-02-10T10:00:00Z,2020-02-10T12:22:00Z,8,8.809281630163577
Worktime,2020-02-10T12:00:00Z,2020-02-10T19:40:00Z,4,28.392512745358133
Worktime,2020-02-10T09:00:00Z,2020-02-10T15:17:00Z,6,23.2910202641715
Worktime,2020-02-10T09:00:00Z,2020-02-10T11:06:00Z,5,15.451174889743015
Worktime,2020-02-10T10:00:00Z,2020-02-10T15:43:00Z,4,21.19495555546906
Worktime,2020-02-10T14:00:00Z,2020-02-10T15:09:00Z,6,8.418908977671625
Worktime,2020-02-10T11:00:00Z,2020-02-10T15:19:00Z,4,15.972292021487233
Worktime,2020-02-10T11:00:00Z,2020-02-10T13:43:00Z,5,30.06049953579076
Worktime,2020-02-10T12:00:00Z,2020-02-10T14:11:00Z,4,24.087414116982956
Worktime,2020-02-10T14:00:00Z,2020-02-10T19:39:00Z,5,20.92281683562009
Worktime,2020-02-10T13:00:00Z,2020-02-10T14:02:00Z,4,11.517687132713917
Worktime,2020-02-10T10:00:00Z,2020-02-10T18:39:00Z,4,32.042357335051626
Worktime,2020-02-10T09:00:00Z,2020-02-10T10:56:00Z,6,14.14175675250343
Worktime,2020-02-10T10:00:00Z,2020-02-10T11:04:00Z,6,11.817391073588022
Worktime,2020-02-10T13:00:00Z,2020-02-10T14:59:00Z,6,21.936389972327035
Worktime,2020-02-10T09:00:00Z,2020-02-10T11:22:00Z,4,26.0767179211373
Worktime,2020-02-10T14:00:00Z,2020-02-10T21:08:00Z,7,26.44398531214388
Worktime,2020-02-10T10:00:00Z,2020-02-10T10:07:00Z,3,0.923743265139464
Worktime,2020-02-10T09:00:00Z,2020-02-10T11:45:00Z,7,30.268107335441194
Worktime,2020-02-10T09:00:00Z,2020-02-10T12:50:00Z,10,42.16934239945025
Worktime,2020-02-10T10:00:00Z,2020-02-10T14:33:00Z,6,33.32864336289242
Worktime,2020-02-10T11:00:00Z,2020-02-10T16:08:00Z,4,56.55283176923908
Worktime,2020-02-10T12:00:00Z,2020-02-10T15:00:00Z,5,21.959773291130123
Worktime,2020-02-11T11:00:00Z,2020-02-11T11:27:00Z,4,1.7209983177237174
Worktime,2020-02-11T12:00:00Z,2020-02-11T12:03:00Z,4,0.6733260613172869
Worktime,2020-02-11T09:00:00Z,2020-02-11T09:11:00Z,5,1.4064289374499337
Worktime,2020-02-11T11:00:00Z,2020-02-11T11:48:00Z,4,5.895967817245003
Worktime,2020-02-11T14:00:00Z,2020-02-11T14:51:00Z,2,6.2911587213745905
Worktime,2020-02-11T12:00:00Z,2020-02-11T13:18:00Z,7,9.538171498249817
Worktime,2020-02-11T12:00:00Z,2020-02-11T14:39:00Z,3,9.855370823181744
Worktime,2020-02-11T08:00:00Z,2020-02-11T09:06:00Z,6,8.064313212395238
Worktime,2020-02-11T10:00:00Z,2020-02-11T11:56:00Z,4,7.170114017107927
Worktime,2020-02-11T09:00:00Z,2020-02-11T10:20:00Z,6,4.9510964827590795
Worktime,2020-02-11T12:00:00Z,2020-02-11T12:22:00Z,3,4.070029817586251
Worktime,2020-02-11T12:00:00Z,2020-02-11T12:39:00Z,4,7.17069697652616
Worktime,2020-02-11T12:00:00Z,2020-02-11T12:26:00Z,4,1.6385450303046705
Worktime,2020-02-11T14:00:00Z,2020-02-11T15:33:00Z,4,5.758277947452724
Worktime,2020-02-11T12:00:00Z,2020-02-11T13:11:00Z,6,4.431851828925824
Worktime,2020-02-11T11:00:00Z,2020-02-11T11:55:00Z,5,6.756530481772233
Worktime,2020-02-11T10:00:00Z,2020-02-11T11:20:00Z,6,4.990766430084727
Worktime,2020-02-11T09:00:00Z,2020-02-11T09:46:00Z,8,5.710308216941259
Worktime,2020-02-11T12:00:00Z,2020-02-11T13:57:00Z,4,7.263187135930901
Worktime,2020-02-11T11:00:00Z,2020-02-11T12:30:00Z,4,5.560474909273895
Worktime,2020-02-11T13:00:00Z,2020-02-11T14:58:00Z,6,7.304027907808027
Worktime,2020-02-11T11:00:00Z,2020-02-11T11:20:00Z,7,1.2880335210116272
Worktime,2020-02-11T15:00:00Z,2020-02-11T15:36:00Z,4,4.484226352757236
Worktime,2020-02-11T14:00:00Z,2020-02-11T16:03:00Z,5,7.619625574041717
Worktime,2020-02-11T12:00:00Z,2020-02-11T14:05:00Z,3,7.767580033888576
Worktime,2020-02-11T10:00:00Z,2020-02-11T10:42:00Z,6,7.747911433572883
Worktime,2020-02-11T13:00:00Z,2020-02-11T13:58:00Z,7,7.079547741385774
Worktime,2020-02-11T09:00:00Z,2020-02-11T10:14:00Z,9,4.596962294575887
Worktime,2020-02-11T10:00:00Z,2020-02-11T11:11:00Z,5,8.696231818691977
Worktime,2020-02-11T13:00:00Z,2020-02-11T14:58:00Z,4,7.306363593467107
Worktime,2020-02-11T11:00:00Z,2020-02-11T12:48:00Z,5,6.7112892469997325
Worktime,2020-02-11T13:00:00Z,2020-02-11T14:56:00Z,4,7.179460547128012
Worktime,2020-02-11T09:00:00Z,2020-02-11T09:39:00Z,5,7.153892787618764
Worktime,2020-02-11T13:00:00Z,2020-02-11T14:19:00Z,5,9.691000627648108
Worktime,2020-02-11T13:00:00Z,2020-02-11T15:41:00Z,6,9.95364871919696
Worktime,2020-02-11T10:00:00Z,2020-02-11T10:52:00Z,3,9.632222923974211
Worktime,2020-02-11T12:00:00Z,2020-02-11T14:24:00Z,4,8.889947625299925
Worktime,2020-02-11T11:00:00Z,2020-02-11T12:19:00Z,8,9.633992313651598
Worktime,2020-02-11T07:00:00Z,2020-02-11T09:07:00Z,8,15.507183479562736
Worktime,2020-02-11T08:00:00Z,2020-02-11T11:21:00Z,7,12.437086506888704
Worktime,2020-02-11T13:00:00Z,2020-02-11T16:57:00Z,7,28.89766764062784
Worktime,2020-02-11T16:00:00Z,2020-02-11T18:47:00Z,2,20.34252358226237
Worktime,2020-02-11T10:00:00Z,2020-02-11T11:11:00Z,8,13.16101542287544
Worktime,2020-02-11T09:00:00Z,2020-02-11T10:24:00Z,6,15.47286369095173
Worktime,2020-02-11T12:00:00Z,2020-02-11T18:33:00Z,5,24.236069876433888
Worktime,2020-02-11T11:00:00Z,2020-02-11T16:43:00Z,4,21.21030249056504
Worktime,2020-02-11T11:00:00Z,2020-02-11T15:40:00Z,3,17.312142078830004
Worktime,2020-02-11T09:00:00Z,2020-02-11T15:43:00Z,5,24.89770525231486
Worktime,2020-02-11T10:00:00Z,2020-02-11T12:14:00Z,4,24.73249739390249
Worktime,2020-02-11T13:00:00Z,2020-02-11T14:47:00Z,4,19.666996612266917
Worktime,2020-02-11T12:00:00Z,2020-02-12T02:22:00Z,8,53.21203411109015
Worktime,2020-02-11T15:00:00Z,2020-02-11T17:30:00Z,3,55.16149206522071
Worktime,2020-02-11T11:00:00Z,2020-02-11T14:57:00Z,4,43.5987818584207
Worktime,2020-02-11T10:00:00Z,2020-02-11T16:36:00Z,9,24.468552146212296
Worktime,2020-02-11T12:00:00Z,2020-02-11T20:46:00Z,7,32.47973781146446
Worktime,2020-02-11T09:00:00Z,2020-02-11T13:14:00Z,5,46.69860044105536
Worktime,2020-02-11T15:00:00Z,2020-02-11T18:36:00Z,2,13.37057727958977
Worktime,2020-02-11T13:00:00Z,2020-02-12T03:27:00Z,4,53.472140966892994
Worktime,2020-02-12T12:00:00Z,2020-02-12T12:15:00Z,4,0.9837700693115322
Worktime,2020-02-12T10:00:00Z,2020-02-12T10:08:00Z,3,1.5933113832777412
Worktime,2020-02-12T11:00:00Z,2020-02-12T12:53:00Z,5,6.984227345166717
Worktime,2020-02-12T13:00:00Z,2020-02-12T13:07:00Z,6,1.4262799808192597
Worktime,2020-02-12T12:00:00Z,2020-02-12T13:04:00Z,2,7.816511894943154
Worktime,2020-02-12T11:00:00Z,2020-02-12T11:43:00Z,3,8.042266918881998
Worktime,2020-02-12T15:00:00Z,2020-02-12T15:32:00Z,3,6.043001637784422
Worktime,2020-02-12T10:00:00Z,2020-02-12T11:07:00Z,6,4.165890608500304
Worktime,2020-02-12T13:00:00Z,2020-02-12T13:51:00Z,4,3.2041514133054667
Worktime,2020-02-12T13:00:00Z,2020-02-12T13:43:00Z,4,7.934400011990662
Worktime,2020-02-12T11:00:00Z,2020-02-12T11:17:00Z,5,3.1607937341010923
Worktime,2020-02-12T12:00:00Z,2020-02-12T14:30:00Z,4,9.30115240550608
Worktime,2020-02-12T12:00:00Z,2020-02-12T13:06:00Z,6,8.0525150502362
Worktime,2020-02-12T12:00:00Z,2020-02-12T13:55:00Z,5,7.103663612327509
Worktime,2020-02-12T11:00:00Z,2020-02-12T13:31:00Z,4,9.326320573671564
Worktime,2020-02-12T11:00:00Z,2020-02-12T12:43:00Z,6,6.391307420141889
Worktime,2020-02-12T12:00:00Z,2020-02-12T12:35:00Z,5,4.300373981049235
Worktime,2020-02-12T10:00:00Z,2020-02-12T10:40:00Z,6,7.512743588460052
Worktime,2020-02-12T08:00:00Z,2020-02-12T08:44:00Z,5,8.12510105404752
Worktime,2020-02-12T09:00:00Z,2020-02-12T10:27:00Z,5,5.404621169699035
Worktime,2020-02-12T13:00:00Z,2020-02-12T13:18:00Z,3,3.304844943113213
Worktime,2020-02-12T10:00:00Z,2020-02-12T10:38:00Z,4,4.736211326903641
Worktime,2020-02-12T13:00:00Z,2020-02-12T13:57:00Z,5,10.509207281010582
